EventId,EventName,OrganizerName,DateTimeStart,DateTimeEnd,City,Country,StreetAddress,OrganizerId,PublicUserId,EventType,MainGenres
267,block x Encore. Space 92,,2025-09-12 00:00:00+00,0001-01-01 00:00:00+00,Portobello,Ireland,"block. 13-14, Liberty Ln",44.0,,CLUB & NIGHTLIFE,Techno
268,No Sundays Without Techno,128 BPM SPECIAL,2025-11-02 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
269,UNDRGRND x Halloween Special,128 BPM SPECIAL,2025-10-31 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
270,Lino Fuso pres: Endless Undrgrnd x ADE,"128 BPM SPECIAL, Amsterdam Dance Event, endlessbcn",2025-10-26 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
271,AFTER ADE - Endless x Eat The Beat x Undrgrnd,"128 BPM SPECIAL, Matteo Freyrie, endlessbcn, Eat The Beat",2025-10-25 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"Waterhouse Studios Danzigerkade 1, 1013 AP",44.0,,SHOWCASE & INDUSTRY,Techno
272,ADE UNDRGRND x Beatfreak Records Showcase,128 BPM SPECIAL,2025-10-24 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
273,No Sundays Without Techno,128 BPM SPECIAL,2025-10-19 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
274,No Sundays Without Techno,128 BPM SPECIAL,2025-10-12 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
275,Shut Up and Dance,128 BPM SPECIAL,2025-10-10 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
276,No Sundays Without Techno,128 BPM SPECIAL,2025-10-05 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
277,UNDRGRND x CODE 303,128 BPM SPECIAL,2025-10-03 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
278,RADIANT x UNDRGRND,128 BPM SPECIAL,2025-09-26 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
279,No Sundays Without Techno,128 BPM SPECIAL,2025-09-21 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
280,INSLAG x UNDRGRND,128 BPM SPECIAL,2025-09-19 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
281,No Sundays Without Techno,128 BPM SPECIAL,2025-09-14 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
282,Get Your Groove On,128 BPM SPECIAL,2025-08-22 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
283,No Sundays Without Techno,128 BPM SPECIAL,2025-08-17 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
284,APHELION x UNDRGRND,128 BPM SPECIAL,2025-08-15 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
285,No Sundays Without Techno,128 BPM SPECIAL,2025-08-10 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
286,No Sundays Without Techno,128 BPM SPECIAL,2025-08-03 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
287,RADIANT x UNDRGRND,128 BPM SPECIAL,2025-08-01 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
288,No Sundays Without Techno,128 BPM SPECIAL,2025-07-27 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
289,UNDRGRND x KARISMA,128 BPM SPECIAL,2025-07-25 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
290,Get Your Groove On,128 BPM SPECIAL,2025-07-18 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
291,No Sundays Without Techno,128 BPM SPECIAL,2025-07-20 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
292,No Sundays Without Techno,128 BPM SPECIAL,2025-07-13 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
293,Sweedish Affairs x UNDRGRND,128 BPM SPECIAL,2025-07-11 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
294,No Sundays Without Techno,128 BPM SPECIAL,2025-07-06 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
295,UNDRGRND x CODE 303,"UNDRGRND, 128 BPM SPECIAL",2025-07-04 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
296,No Sundays Without Techno,128 BPM SPECIAL,2025-06-29 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
297,Radiant x UNDRGRND,128 BPM SPECIAL,2025-06-27 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
298,No Sundays Without Techno,128 BPM SPECIAL,2025-06-22 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
299,Endless x Tronic,"128 BPM SPECIAL, Tronic Events, endlessbcn",2025-06-20 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
301,No Sundays Without Techno,128 BPM SPECIAL,2025-06-15 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
302,Lighthouse Records x UNDRGRND,128 BPM SPECIAL,2025-06-13 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
303,No Sundays Without Techno,128 BPM SPECIAL,2025-06-08 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
304,UNDRGRND X ƎLEMENTS,128 BPM SPECIAL,2025-06-06 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
305,No Sundays Without Techno,128 BPM SPECIAL,2025-06-01 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
306,Global Underground Sessions,128 BPM SPECIAL,2025-05-30 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
307,No Sundays Without Techno,128 BPM SPECIAL,2025-05-25 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
308,UNDRGRND x CODE 303,128 BPM SPECIAL,2025-05-23 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
309,No Sundays Without Techno,128 BPM SPECIAL,2025-05-18 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
310,UNDRGRND,128 BPM SPECIAL,2025-05-16 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
311,No Sundays Without Techno,128 BPM SPECIAL,2025-05-11 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
312,INSLAG,128 BPM SPECIAL,2025-05-09 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
313,No Sundays Without Techno,128 BPM SPECIAL,2025-05-04 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
314,UNDRGRND x 8 YEARS CHROM RECORDINGS,128 BPM SPECIAL,2025-05-02 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
315,No Sundays Without Techno,128 BPM SPECIAL,2025-04-27 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
316,King's Night x UNDRGRND,128 BPM SPECIAL,2025-04-25 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
317,NSWT - Extended Hours,128 BPM SPECIAL,2025-04-20 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
318,RADIANT x UNDRGRND,128 BPM SPECIAL,2025-04-18 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
319,No Sundays Without Techno,128 BPM SPECIAL,2025-04-13 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
320,No Sundays Without Techno,128 BPM SPECIAL,2025-04-06 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
321,UNDRGRND x RAVE PARTY,128 BPM SPECIAL,2025-03-28 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
322,Alex Sharp BASH,128 BPM SPECIAL,2025-03-23 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
323,No Sundays Without Techno,128 BPM SPECIAL,2025-03-16 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
324,The Art of Groove,128 BPM SPECIAL Angelo Perim,2025-03-14 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
325,Undrgrnd,Undrgrnd,2025-02-28 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
326,UNDRGRND,UNDRGRND,2025-02-21 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
327,No Sundays Without Techno,128 BPM SPECIAL,2025-02-16 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
328,LOVE 4 ALL with Melisa Dust,128 BPM SPECIAL,2025-02-14 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
329,Talrabauken x Undrgrnd,128 BPM SPECIAL,2025-01-31 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,SHOWCASE & INDUSTRY,Techno
330,No Sundays Without Techno,128 BPM SPECIAL,2025-01-19 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
331,Undrgrnd x Ro*minimal,Undrgrnd,2025-01-17 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
332,Lose Yourself In The Music,Next Door,2025-01-11 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,Next Door Korte Leidsedwarsstraat 24 1017 RC,44.0,,CLUB & NIGHTLIFE,Techno
333,KAVAL SVIRI - EP Release Party,128 BPM SPECIAL,2025-01-10 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
334,No Sundays Without Techno,128 BPM SPECIAL,2025-01-05 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
335,BATO Event A'dam,"THE OTHER SIDE, Bato Boat Party, BATO BATO Event A'dam, RAMINEM, HEAVEN Amsterdam",2025-10-17 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,The Netherlands,"THE OTHER SIDE Rigakade 10, 1013BC ",44.0,,FESTIVAL & OPEN-AIR,Techno
336,Aphelion Amsterdam,Aphelion,2025-08-30 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,The Netherlands,"THE OTHER SIDE Rigakade 10, 1013BC",44.0,,CLUB & NIGHTLIFE,Techno
337,Heaven Amsterdam,Madam Amsterdam,2025-07-25 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"Madam Overhoeksplein 3, 1031 KS",44.0,,CLUB & NIGHTLIFE,Techno
338,Bato Boat Party (ALAR),Bato Boat Party,2025-07-05 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"Bert Haanstrakade 800, 1087 HM",44.0,,TOURS & SPECIAL FORMATS,Techno
339,BATO A'dam BB (BATO Boat Party),Bato Boat Party,2025-04-12 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"Bert Haanstrakade 800, 1087 HM",44.0,,TOURS & SPECIAL FORMATS,Techno
340,UNDRGRND x RAVE PARTY,128 BPM SPECIAL,2025-03-28 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
341,SOROUSH invites,Madam Amsterdam,2025-03-15 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"Madam Overhoeksplein 3, 1031 KS",44.0,,CLUB & NIGHTLIFE,Techno
342,Renate Klubnacht ,Renate,2025-10-11 00:00:00+00,0001-01-01 00:00:00+00,Berlin,Germany,Renate Alt Stralau 70; Friedrichshain; 10245,44.0,,CLUB & NIGHTLIFE,Techno
343,Muse Festival 2025,"Crackhouse, Muse Festival",2025-07-25 00:00:00+00,0001-01-01 00:00:00+00,Gdańsk,Poland,"Centrum św. Jana w Gdańsku Świętojańska 50, 80-840",44.0,,FESTIVAL & OPEN-AIR,Techno
344,Eli Brown at Cinema Hall 10/10,IAM Productions,2025-10-10 00:00:00+00,0001-01-01 00:00:00+00,Budapest,Hungary,"Cinema Hall Népligeti út 2., 1101",44.0,,SHOWCASE & INDUSTRY,Techno
345,HISTORICAL TALES OFFICIAL AFTERPARTY,Black Mamba Production,2025-09-20 00:00:00+00,0001-01-01 00:00:00+00,Budapest,Hungary,"Akvárium Klub Erzsébet tér, 1051",44.0,,CLUB & NIGHTLIFE,Techno
346,B my Lake Festival 2025,Deadcode Production B my Lake Festival,2025-07-24 00:00:00+00,0001-01-01 00:00:00+00,Hungary,Velence,"North Beach Fő utca 144, Velence 2481",44.0,,FESTIVAL & OPEN-AIR,Techno
347,HISTORICAL TALES official afterparty,Black Mamba Production,2025-05-24 00:00:00+00,0001-01-01 00:00:00+00,Budapest,Hungary,"Akvárium Klub Erzsébet tér, 1051",44.0,,CLUB & NIGHTLIFE,Techno
348,Rebūke (Afterlife) 04/25,IAM Productions,2025-04-25 00:00:00+00,0001-01-01 00:00:00+00,Budapest,Hungary,"Akvárium Klub Erzsébet tér, 1051",44.0,,CLUB & NIGHTLIFE,Techno
349,CODE - LA TRILOGÍA (1/3),Fabrik,2025-10-11 00:00:00+00,0001-01-01 00:00:00+00,Madrid,Spain,"Fabrik Av. de la Industria 82, 28970 Humanes de",44.0,,FESTIVAL & OPEN-AIR,Techno
350,OLYMPE RAVE,Kilomètre25,2025-10-10 00:00:00+00,0001-01-01 00:00:00+00,Paris,France,Kilomètre25 8 Boulevard MacDonald 75019,44.0,,FESTIVAL & OPEN-AIR,Techno
351,Fantasm 3 hour set,Claydrum,2025-09-05 00:00:00+00,0001-01-01 00:00:00+00,Maastricht,Maastricht,"Complex Maastricht Griend 6-7, 6221 AJ",44.0,,CLUB & NIGHTLIFE,Techno
352,Camp Party Bierzo,Agosto 2025,2025-08-30 00:00:00+00,0001-01-01 00:00:00+00,Albares de la Ribera,Spain,"Albares de la Ribera, El Bierzo",44.0,,FESTIVAL & OPEN-AIR,Techno
353,Albares de la Ribera,Dvrk Sun,2025-07-26 00:00:00+00,0001-01-01 00:00:00+00,Lisboa,Portugal,"8 Marvila Praça David Leandro da Silva 8, 1950-064",44.0,,FESTIVAL & OPEN-AIR,Techno
354,Kappa FuturFestival 2025,Kappa FuturFestival,2025-07-04 00:00:00+00,0001-01-01 00:00:00+00,Torino,Italy,"Parco Dora Corso Mortara 60, 10149",44.0,,FESTIVAL & OPEN-AIR,Techno
355,OSKUR with Daniella da Silva,Selva,2025-07-11 00:00:00+00,0001-01-01 00:00:00+00,Palma de Mallorca,Spain,Selva Club Gremi Fusters 44,44.0,,CLUB & NIGHTLIFE,Techno
356,Illusion,Kilomètre25,2025-06-26 00:00:00+00,0001-01-01 00:00:00+00,Paris,France,Kilomètre25 8 Boulevard MacDonald 75019,44.0,,CLUB & NIGHTLIFE,Techno
357,THE GARAGE HARD NIGHT,THE GARAGE CLUB BCN,2025-05-24 00:00:00+00,0001-01-01 00:00:00+00,Barcelona,Spain,"THE GARAGE CLUB BCN Passatge Can Polític, 13, b, 08907 Hospitalet de Llobregat",44.0,,CLUB & NIGHTLIFE,Techno
358,AREA ØNE & Daniella da Silva,,2025-05-09 00:00:00+00,0001-01-01 00:00:00+00,Liverpool,United Kingdom,"Arts Club 90 Seel Street, L1 4BH",44.0,,CLUB & NIGHTLIFE,Techno
359,Pisiboat: Daniella da Silva,Pisiboat,2025-04-24 00:00:00+00,0001-01-01 00:00:00+00,Paris,France,"Pisiboat 13 Port de la Rapée, 75012",44.0,,CLUB & NIGHTLIFE,Techno
360,CODE 167 in Fabrik,Fabrik,2025-04-12 00:00:00+00,0001-01-01 00:00:00+00,Madrid,Spain,"Fabrik Av. de la Industria 82, 28970 Humanes de",44.0,,FESTIVAL & OPEN-AIR,Techno
361,Rage Rave invites Daniella da Silva,Disturb Techno KØMPLEX Lisbon Fastlove,2025-03-21 00:00:00+00,0001-01-01 00:00:00+00,Domingos,Lisbon,Kømplex Lisbon Praceta Rodrigues Nr5 2685-327,44.0,,CLUB & NIGHTLIFE,Techno
362,Illusion Rave Mirage Aurora,Rex Club,2025-02-26 00:00:00+00,0001-01-01 00:00:00+00,Paris,France,Rex Club 5 boulevard Poissonnière; 75002,44.0,,CLUB & NIGHTLIFE,Techno
363,Crow Techno Club,LAB theClub,2025-01-31 00:00:00+00,0001-01-01 00:00:00+00,Madrid,Spain,LAB theCLUB Estación de Chamartín. Primera planta s/n 28036,44.0,,CLUB & NIGHTLIFE,Techno
364,Fight Club: Round 2,FightClubTechno,2025-01-11 00:00:00+00,0001-01-01 00:00:00+00,Pantin,France,"La Cité Fertile 14 avenue Edouard Vaillant, 93500",44.0,,CLUB & NIGHTLIFE,Techno
365,BLACKWORKS at SPAZIO900,BLACKWORKS,2024-12-31 00:00:00+00,0001-01-01 00:00:00+00,Roma,Italy,"Spazio 900 Piazza Guglielmo Marconi 26/B, 00144 Roma (RM)",44.0,,FESTIVAL & OPEN-AIR,Techno
366,UNDRGRND x CODE 303,UNDRGRND,2025-10-03 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",44.0,,CLUB & NIGHTLIFE,Techno
367,STC Weekend Warmup,Sonic Tonic Collective,2024-06-29 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"Our House Museum Amstelstraat 24, 1017 DA",44.0,,FESTIVAL & OPEN-AIR,Techno
368,Techno Pressure Sequence,De Dijk,2023-09-23 00:00:00+00,0001-01-01 00:00:00+00,Maasdijk,The Netherlands,"De Dijk Maasdijk 8, 2676 AE",44.0,,FESTIVAL & OPEN-AIR,Techno
369,Hard techno ladies night ,The Bas[s]ment,2023-08-04 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"The Bas[s]ment Nieuwpoortkade 2A Nieuwpoortkade 2A, 1055 RX",44.0,,CLUB & NIGHTLIFE,Techno
370,TEMPLE,Saskia Laval,2023-04-01 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"Oosterbar Mauritskade 57, 1092 AD",44.0,,CLUB & NIGHTLIFE,Techno
371,Temple,Saskia Laval,2022-09-03 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"Recycle Lounge Gallery Club Zuiderzeeweg 44, 1095KJ",44.0,,CLUB & NIGHTLIFE,Techno
372,CHAYOTE - Berlin,Saskia Laval,2022-08-13 00:00:00+00,0001-01-01 00:00:00+00,Berlin,Germany,"Belushi's Berlin (Mitte) Ziegelstrasse 28, 10117",44.0,,CLUB & NIGHTLIFE,Techno
373,CHAYOTE - Amsterdam,Saskia Laval,2022-07-22 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,De Verbroederij Johan van Hasseltweg 21,44.0,,CLUB & NIGHTLIFE,Techno
374,Lino Fuso pres: Endless Undrgrnd x ADE,,2025-11-07 23:00:00+00,2025-11-08 06:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",51.0,,CLUB & NIGHTLIFE,Techno
375,RAVING CHARLIE: Hard Techno,,2025-11-05 23:00:00+00,2025-11-06 04:00:00+00,Amsterdam,Netherlands,nachbar Nieuwezijds Voorburgwal 169a,97.0,,CLUB & NIGHTLIFE,Techno
376,RAVING CHARLIE: Hard Techno / Rave,,2025-11-12 23:00:00+00,2025-11-13 04:00:00+00,Amsterdam,Netherlands,nachbar Nieuwezijds Voorburgwal 169a,97.0,,CLUB & NIGHTLIFE,Techno
377,RAVING CHARLIE: Hard Techno / Rave,,2025-11-19 11:00:00+00,2025-11-20 04:00:00+00,Amsterdam,Netherlands,nachbar Nieuwezijds Voorburgwal 169a,97.0,,CLUB & NIGHTLIFE,Techno
378,RAVING CHARLIE: Hard Techno / Rave,,2025-11-26 23:00:00+00,2025-11-27 04:00:00+00,Amsterdam,Netherlands,nachbar Nieuwezijds Voorburgwal 169a,97.0,,CLUB & NIGHTLIFE,Techno
379,RAVING CHARLIE: Hard Techno / Rave,,2025-11-28 23:00:00+00,2025-11-29 05:00:00+00,Amsterdam,Netherlands,Panama Oostelijke Handelskade 4; 1019 Zeeburg,97.0,,CLUB & NIGHTLIFE,Techno
380,RAVING CHARLIE: Hard Techno / Rave,,2025-12-03 23:00:00+00,2025-12-04 04:00:00+00,Amsterdam,Netherlands,nachbar Nieuwezijds Voorburgwal 169a,97.0,,CLUB & NIGHTLIFE,Techno
381,RAVING CHARLIE: Hard Techno / Rave,,2025-12-10 23:00:00+00,2025-12-11 04:00:00+00,Amsterdam,Netherlands,nachbar Nieuwezijds Voorburgwal 169a,97.0,,CLUB & NIGHTLIFE,Techno
382,RAVING CHARLIE: Hard Techno / Rave,,2025-12-17 23:00:00+00,2025-12-18 04:00:00+00,Amsterdam,Netherlands,nachbar Nieuwezijds Voorburgwal 169a,97.0,,CLUB & NIGHTLIFE,Techno
383,RAVING CHARLIE: Hard Techno / Rave [Melkweg Max Hall],,2025-12-20 23:00:00+00,2025-12-21 04:00:00+00,Amsterdam,Netherlands,"Melkweg Lijnbaansgracht 234/a, 1017 Binnenstad",97.0,,CLUB & NIGHTLIFE,Techno
384,RAVING CHARLIE: Hard Techno / Rave,,2025-12-27 23:00:00+00,2025-12-28 06:00:00+00,Amsterdam,Netherlands,Panama Oostelijke Handelskade 4; 1019 Zeeburg,97.0,,CLUB & NIGHTLIFE,Techno
386,BOOST YOUR SUGAR,GIRLAXY,2025-10-26 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,Britton's Bakery Ferdinand Bolstraat 168H,44.0,,CLUB & NIGHTLIFE,Techno
387,Walls & Skin ADE 2025 ,Oscar Mulder,2025-10-24 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,Walls & Skin,44.0,,CLUB & NIGHTLIFE,Techno
