event_id,event_name,organizer_id,organizer_name,event_country,historical_event_start,historical_event_end,primary_genre,event_type,event_amount_of_stages,event_amount_of_artists,pa_system,cdj,mixer,monitor,turntable,visuals_required,event_status,cancelled_event
607,Infrasoon Events x SixSixSounds Showcase,44,Gigevate Archive,Netherlands,2025-04-19 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
317,NSWT - Extended Hours,44,Gigevate Archive,Netherlands,2025-04-20 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
359,Pisiboat: Daniella da Silva,44,Gigevate Archive,France,2025-04-24 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
316,King's Night x UNDRGRND,44,Gigevate Archive,Netherlands,2025-04-25 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
348,Rebūke (Afterlife) 04/25,44,Gigevate Archive,Hungary,2025-04-25 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
596,BLOODLUST × OLYMPE RAVE,44,Gigevate Archive,Germany,2025-04-26 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
764,Moyn x Südpol,44,Gigevate Archive,Germany,2025-04-26 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
315,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-04-27 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
670,Free Open Air & Demonstration,44,Gigevate Archive,Germany,2025-05-01 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
314,UNDRGRND x 8 YEARS CHROM RECORDINGS,44,Gigevate Archive,Netherlands,2025-05-02 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
669,Birgits Weekender,44,Gigevate Archive,Germany,2025-05-02 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
313,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-05-04 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
312,INSLAG,44,Gigevate Archive,Netherlands,2025-05-09 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
358,AREA ØNE & Daniella da Silva,44,Gigevate Archive,United Kingdom,2025-05-09 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
473,Renate Klubnacht,44,Gigevate Archive,Germany,2025-05-10 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
582,NINE YEARS SYNOID,44,Gigevate Archive,Germany,2025-05-10 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
311,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-05-11 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
310,UNDRGRND,44,Gigevate Archive,Netherlands,2025-05-16 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
581,Fixate presents: Rudosa,44,Gigevate Archive,United Kingdom,2025-05-16 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
609,CC2 x Die Rakete pres. RZVX & Yana ETC,44,Gigevate Archive,Germany,2025-05-16 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
199,TOKYO INVASION,44,Gigevate Archive,Japan,2025-05-17 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
608,Graf Invites — Birthday Edition,44,Gigevate Archive,Germany,2025-05-17 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
309,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-05-18 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
525,Techno Am Beach x Free Open Air 2025,44,Gigevate Archive,Austria,2025-05-18 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
198,XXL Malta 2025,44,Gigevate Archive,Malta,2025-05-22 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
308,UNDRGRND x CODE 303,44,Gigevate Archive,Netherlands,2025-05-23 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
668,Quantum Awakening Festival,44,Gigevate Archive,United States of America,2025-05-23 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
754,Quantum Awakening Festival,44,Gigevate Archive,United States of America,2025-05-23 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
347,HISTORICAL TALES official afterparty,44,Gigevate Archive,Hungary,2025-05-24 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
357,THE GARAGE HARD NIGHT,44,Gigevate Archive,Spain,2025-05-24 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
510,KØMPLEX 2 Years Anniversay,44,Gigevate Archive,Portugal,2025-05-24 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
307,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-05-25 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
197,We Are One x Schlachthof Festival,44,Gigevate Archive,Wiesbaden,2025-05-28 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,3,False
254,"Patrick Mason, Bjørnson, Leo Tiger",44,Gigevate Archive,Germany,2025-05-28 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
753,Somnambul BLN at das Werk Wien,44,Gigevate Archive,Austria,2025-05-28 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
306,Global Underground Sessions,44,Gigevate Archive,Netherlands,2025-05-30 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
196,VOID Festival 2025,44,Gigevate Archive,Wien,2025-05-31 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
501,NOZZ at Club Sams,44,Gigevate Archive,Germany,2025-05-31 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
502,Club Sams: NOZZ,44,Gigevate Archive,Germany,2025-05-31 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
524,VOID Festival 2025,44,Gigevate Archive,Austria,2025-05-31 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
195,Piramide,44,Gigevate Archive,Italy,2025-06-01 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
305,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-06-01 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
304,UNDRGRND X ƎLEMENTS,44,Gigevate Archive,Netherlands,2025-06-06 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
194,VERKNIPT Festival 2025,44,Gigevate Archive,Netherlands,2025-06-07 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
498,NOZZ at Odonien (Cologne Debut),44,Gigevate Archive,Germany,2025-06-07 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
303,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-06-08 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
193,Fantasm All Night Long,44,Gigevate Archive,Netherlands,2025-06-13 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
302,Lighthouse Records x UNDRGRND,44,Gigevate Archive,Netherlands,2025-06-13 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
509,Dvrksun & Estrago After Party,44,Gigevate Archive,Portugal,2025-06-13 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
239,MIDINACHT X MODULE,44,Gigevate Archive,Danmark,2025-06-14 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
472,MIDINACHT X MODULE,44,Gigevate Archive,Danmark,2025-06-14 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
301,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-06-15 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
499,Hive Festival Warm-Up,44,Gigevate Archive,Germany,2025-06-16 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
523,TECHNO AM BEACH x OPEN AIR 2025,44,Gigevate Archive,Austria,2025-06-16 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
183,Future Event,44,Gigevate Archive,Saudi Arabia,2025-06-19 22:00:00+00:00,2025-06-20 02:30:00+00:00,,Festival,0,0,,,,,,False,3,False
192,HIVE Festival 2025,44,Gigevate Archive,Germany,2025-06-20 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
238,Smolna Season Closing: Clara Cuvé extended 6h set,44,Gigevate Archive,Warszawa,2025-06-20 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
299,Endless x Tronic,44,Gigevate Archive,Netherlands,2025-06-20 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
298,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-06-22 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
356,Illusion,44,Gigevate Archive,France,2025-06-26 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
191,Basto Festival 2025,44,Gigevate Archive,Spain,2025-06-27 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
297,Radiant x UNDRGRND,44,Gigevate Archive,Netherlands,2025-06-27 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
190,VERKNIPT Holiday Festival 2025,44,Gigevate Archive,Croatia,2025-06-29 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,3,False
296,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-06-29 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
186,Testing Event,44,Gigevate Archive,Test,2025-07-01 00:00:00+00:00,0001-01-01 00:00:00+00:00,,EDUCATIONAL & NETWORKING,0,0,,,,,,False,3,False
500,Let Him Cook Radio x NOZZ,44,Gigevate Archive,France,2025-07-02 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
185,Stranger Things,44,Gigevate Archive,South Africa,2025-07-03 01:00:00+00:00,2025-07-04 09:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
189,Tramunfest 2025,44,Gigevate Archive,Girona,2025-07-04 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
208,Phantom Group Round 2,44,Gigevate Archive,Belgium,2025-07-04 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
253,"Anna Reusch, Bjørnson, Andre Keller",44,Gigevate Archive,Germany,2025-07-04 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
295,UNDRGRND x CODE 303,44,Gigevate Archive,Netherlands,2025-07-04 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
354,Kappa FuturFestival 2025,44,Gigevate Archive,Italy,2025-07-04 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
522,TECHNO AM WASSER' x OPEN AIR RAVE 2025,44,Gigevate Archive,Austria,2025-07-04 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
188,Sound Waves 2025,44,Gigevate Archive,Portugal,2025-07-05 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
338,Bato Boat Party (ALAR),44,Gigevate Archive,Netherlands,2025-07-05 00:00:00+00:00,0001-01-01 00:00:00+00:00,,TOURS & SPECIAL FORMATS,0,0,,,,,,False,,False
294,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-07-06 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
187,Outset X Odyssey's Ibiza with Fantasm,44,Gigevate Archive,Spain,2025-07-08 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
293,Sweedish Affairs x UNDRGRND,44,Gigevate Archive,Netherlands,2025-07-11 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
355,OSKUR with Daniella da Silva,44,Gigevate Archive,Spain,2025-07-11 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
497,Libella Festival 2025,44,Gigevate Archive,Germany,2025-07-12 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
666,Praerie Festival,44,Gigevate Archive,Germany,2025-07-12 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
667,Spectral,44,Gigevate Archive,Vienna,2025-07-12 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
292,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-07-13 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
211,CRASH TEST,44,Gigevate Archive,Poland,2025-07-18 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
290,Get Your Groove On,44,Gigevate Archive,Netherlands,2025-07-18 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
210,CRASH TEST,44,Gigevate Archive,Poland,2025-07-19 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
665,PrachtNACHT,44,Gigevate Archive,Germany,2025-07-19 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
291,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-07-20 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
346,B my Lake Festival 2025,44,Gigevate Archive,Velence,2025-07-24 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
237,Muse Festival 2025,44,Gigevate Archive,Germany,2025-07-25 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
241,MERCREDI SOIR X MAISON BERYL,44,Gigevate Archive,Virage,2025-07-25 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
289,UNDRGRND x KARISMA,44,Gigevate Archive,Netherlands,2025-07-25 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
337,Heaven Amsterdam,44,Gigevate Archive,Netherlands,2025-07-25 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
343,Muse Festival 2025,44,Gigevate Archive,Poland,2025-07-25 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
353,Albares de la Ribera,44,Gigevate Archive,Portugal,2025-07-26 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
610,Graf Invites,44,Gigevate Archive,Germany,2025-07-26 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
288,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-07-27 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
287,RADIANT x UNDRGRND,44,Gigevate Archive,Netherlands,2025-08-01 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
627,Café Mambo Ibiza – ICN Showcase,44,Gigevate Archive,Spain,2025-08-01 00:00:00+00:00,0001-01-01 00:00:00+00:00,,SHOWCASE & INDUSTRY,0,0,,,,,,False,,False
286,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-08-03 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
624,Garden at 528 Ibiza,44,Gigevate Archive,Spain,2025-08-05 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
625,Garden at 528 Ibiza,44,Gigevate Archive,Spain,2025-08-05 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
626,Pikes Presents – 528 Ibiza (Flash),44,Gigevate Archive,Spain,2025-08-05 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,3,False
102,Gigevate Launch Party,44,Gigevate Archive,Netherlands,2025-08-08 19:00:00+00:00,2025-08-09 02:00:00+00:00,,Workshop,1,3,L-Acoustics A15 or Funktion-One EVO Series,Pioneer CDJ-3000,Allen & Heath Xone:96 or Pioneer DJM-V10,Pioneer RM-07 or L-Acoustics X8,Technics SL-1210 MK7,False,,False
285,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-08-10 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
508,Riktus with Charlie Sparks,44,Gigevate Archive,Portugal,2025-08-14 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
284,APHELION x UNDRGRND,44,Gigevate Archive,Netherlands,2025-08-15 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
521,SEV!L!R BIRTHDAY BASH,44,Gigevate Archive,Turkey,2025-08-15 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
651,BASIS Talent Night,44,Gigevate Archive,Netherlands,2025-08-15 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
391,The Gathering,44,Gigevate Archive,The Netherlands,2025-08-16 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
615,Lockdown – Live Performance,44,Gigevate Archive,Australia,2025-08-16 00:00:00+00:00,0001-01-01 00:00:00+00:00,,SHOWCASE & INDUSTRY,0,0,,,,,,False,,False
283,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-08-17 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
617,Flicker – Upcoming Acts Showcase,44,Gigevate Archive,Australia,2025-08-19 00:00:00+00:00,0001-01-01 00:00:00+00:00,,SHOWCASE & INDUSTRY,0,0,,,,,,False,3,False
618,Flicker – Upcoming Acts Showcase,44,Gigevate Archive,Australia,2025-08-19 00:00:00+00:00,0001-01-01 00:00:00+00:00,,SHOWCASE & INDUSTRY,0,0,,,,,,False,,False
282,Get Your Groove On,44,Gigevate Archive,Netherlands,2025-08-22 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
594,BASSKRAFTKOLLEKTIV x WAGENHALLEN,44,Gigevate Archive,Germany,2025-08-23 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
621,Cloud Nine Invades Bendigo,44,Gigevate Archive,Australia,2025-08-29 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
659,"Once unseen, now on scene",44,Gigevate Archive,Germany,2025-08-29 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
691,Unseen Berlin 2.0,44,Gigevate Archive,Germany,2025-08-29 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
692,Unseen Berlin 2.0,44,Gigevate Archive,Germany,2025-08-29 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
336,Aphelion Amsterdam,44,Gigevate Archive,The Netherlands,2025-08-30 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
352,Camp Party Bierzo,44,Gigevate Archive,Spain,2025-08-30 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
507,S1N3RGY - THE ORIGIN HARD TECHNO RAVE,44,Gigevate Archive,Netherlands,2025-08-30 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
214,Afrikaans is groot,44,Gigevate Archive,South africa,2025-08-31 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
580,Meduza & James Hype present Our House,44,Gigevate Archive,Spain,2025-09-01 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,3,False
650,PHANTOM GROUP w MIESØ,44,Gigevate Archive,Netherlands,2025-09-02 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
779,La Sierra Songwriting Retreats,44,Gigevate Archive,Spain,2025-09-03 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
351,Fantasm 3 hour set,44,Gigevate Archive,Maastricht,2025-09-05 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
664,Grauzone x TURBO Label Night,44,Gigevate Archive,Germany,2025-09-06 00:00:00+00:00,0001-01-01 00:00:00+00:00,,SHOWCASE & INDUSTRY,0,0,,,,,,False,,False
709,SAKRAL,44,Gigevate Archive,France,2025-09-06 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
781,125 Live!,44,Gigevate Archive,United Kingdom,2025-09-07 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
267,block x Encore. Space 92,44,Gigevate Archive,Ireland,2025-09-12 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
240,"Pearson Sound, Diogo, Anastasia Zems, NVNO",44,Gigevate Archive,Portugal,2025-09-13 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
266,Le Jardin Electronique 2025,44,Gigevate Archive,France,2025-09-13 00:00:00+00:00,0001-01-01 00:00:00+00:00,,FESTIVAL & OPEN-AIR,0,0,,,,,,False,,False
281,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-09-14 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
280,INSLAG x UNDRGRND,44,Gigevate Archive,Netherlands,2025-09-19 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
752,WAVINESS presents VISION SERPENT label night,44,Gigevate Archive,Hungary,2025-09-19 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
251,PHENOMENH: A Lunar Experience,44,Gigevate Archive,Germany,2025-09-20 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
345,HISTORICAL TALES OFFICIAL AFTERPARTY,44,Gigevate Archive,Hungary,2025-09-20 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
620,Beats On Tap,44,Gigevate Archive,Australia,2025-09-20 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
704,Resonate Trance Classics – Boat Party,44,Gigevate Archive,Channel Islands,2025-09-20 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
279,No Sundays Without Techno,44,Gigevate Archive,Netherlands,2025-09-21 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
207,HARD TECHNO OP Z'N RAUWST,44,Gigevate Archive,Netherlands,2025-09-26 00:00:00+00:00,0001-01-01 00:00:00+00:00,,CLUB & NIGHTLIFE,0,0,,,,,,False,,False
